LemmaID	singularForm	singularPatter	brokenPluralForm	brokenPluralPattern
n@maqohaY_1@1	maqohaY	mafoEal	maqAhiy	mafAEil
n@maqolab_1@1	maqolab	faEolal	maqAlib	faEAlil
n@maqolab_1@1	maqolab	mafoEal	maqAlib	mafAEil
n@maqolaE_1@0	maqolaE	faEolal	maqAliE	faEAlil
n@maqolaE_1@0	maqolaE	mafoEal	maqAliE	mafAEil
n@maqomar_1@0	maqomar	faEolal	maqAmir	faEAlil
n@maqomar_1@0	maqomar	mafoEal	maqAmir	mafAEil
n@maqorab_1@1	maqorab	faEolal	maqArib	faEAlil
n@maqorab_1@1	maqorab	mafoEal	maqArib	mafAEil
n@maqoSaf_1@0	maqoSaf	faEolal	maqASif	faEAlil
n@maqoSaf_1@0	maqoSaf	mafoEal	maqASif	mafAEil
n@maqosam_1@1	maqosam	faEolal	maqAsim	faEAlil
n@maqosam_1@1	maqosam	mafoEal	maqAsim	mafAEil
n@maqoSuwS_1@1	maqoSuwS	faEoluwl	maqASiyS	faEAliyl
n@maqoSuwS_1@1	maqoSuwS	mafoEuwl	maqASiyS	mafAEiyl
n@maqoTaE_1@0	maqoTaE	faEolal	maqATiE	faEAlil
n@maqoTaE_1@0	maqoTaE	mafoEal	maqATiE	mafAEil
n@maqoTaf_1@1	maqoTaf	faEolal	maqATif	faEAlil
n@maqoTaf_1@1	maqoTaf	mafoEal	maqATif	mafAEil
n@maqotal_1@1	maqotal	faEolal	maqAtil	faEAlil
n@maqotal_1@1	maqotal	mafoEal	maqAtil	mafAEil
n@maraD_1@1	maraD	faEal	>amorAD	>afoEAl
n@maro>aY_1@1	maro>aY	faEolal	marA}iy	faEAlil
n@maro>aY_1@1	maro>aY	mafoEal	marA}iy	mafAEil
n@marobaE_1@1	marobaE	faEolal	marAbiE	faEAlil
n@marobaE_1@1	marobaE	mafoEal	marAbiE	mafAEil
n@maroE_1@0	maroE	faEol	>amorAE	>afoEAl
n@maroE_1@0	maroE	faEol	>amoruE	>afoEul
n@marofaE_1@0	marofaE	faEolal	marAfiE	faEAlil
n@marofaE_1@0	marofaE	mafoEal	marAfiE	mafAEil
n@maroHalap_1@1	maroHalap	faEolalap	marAHil	faEAlil
n@maroHalap_1@1	maroHalap	mafoEalap	marAHil	mafAEil
n@maroham_1@0	maroham	faEolal	marAhim	faEAlil
n@maroham_1@0	maroham	mafoEal	marAhim	mafAEil
n@marojuwHap_1@1	marojuwHap	faEoluwlap	marAjiyH	faEAliyl
n@marokab_1@1	marokab	faEolal	marAkib	faEAlil
n@marokab_1@1	marokab	mafoEal	marAkib	mafAEil
n@marokaz_1@0	marokaz	faEolal	marAkiz	faEAlil
n@marokaz_1@0	marokaz	mafoEal	marAkiz	mafAEil
n@marokuwb_1@1	marokuwb	faEoluwl	marAkiyb	faEAliyl
n@marokuwb_1@1	marokuwb	mafoEuwl	marAkiyb	mafAEiyl
n@maroqab_2@0	maroqab	faEolal	marAqib	faEAlil
n@maroqab_2@0	maroqab	mafoEal	marAqib	mafAEil
n@maroqad_1@1	maroqad	faEolal	marAqid	faEAlil
n@maroqad_1@1	maroqad	mafoEal	marAqid	mafAEil
n@maroqaS_1@1	maroqaS	faEolal	marAqiS	faEAlil
n@maroqaS_1@1	maroqaS	mafoEal	marAqiS	mafAEil
n@maroSad_1@0	maroSad	faEolal	marASid	faEAlil
n@maroSad_1@0	maroSad	mafoEal	marASid	mafAEil
n@marosaH_1@1	marosaH	faEolal	marAsiH	faEAlil
n@marosaH_1@1	marosaH	mafoEal	marAsiH	mafAEil
n@marosaY_1@1	marosaY	faEolal	marAsiy	faEAlil
n@marosaY_1@1	marosaY	mafoEal	marAsiy	mafAEil
n@marosuwm_1@1	marosuwm	faEoluwl	marAsiym	faEAliyl
n@marosuwm_1@1	marosuwm	mafoEuwl	marAsiym	mafAEiyl
n@marotabap_1@1	marotabap	faEolalap	marAtib	faEAlil
n@marotabap_1@1	marotabap	mafoEalap	marAtib	mafAEil
n@maroyuwl_1@1	maroyuwl	faEoluwl	marAyiyl	faEAliyl
n@maroyuwl_1@1	maroyuwl	mafoEuwl	marAyiyl	mafAEiyl
n@mas~ap_1@1	mas~ap	faE~ap	misAs	filAl
n@maSiyf_1@0	maSiyf	faEiyl	maSA}if	faEA}il
n@maSiyf_1@0	maSiyf	mafiyl	maSA}if	mafA}il
n@masiyl_1@1	masiyl	faEiyl	masAyil	faEAyil
n@maSiyr_1@1	maSiyr	faEiyl	maSA}ir	faEA}il
n@maSiyr_1@1	maSiyr	faEiyl	maSAyir	faEAyil
n@maSiyr_1@1	maSiyr	mafiyl	maSA}ir	mafA}il
n@maso>alap_1@1	maso>alap	faEolalap	masA}il	faEAlil
n@maso>alap_1@1	maso>alap	mafoEalap	masA}il	mafAEil
n@masobak_1@1	masobak	faEolal	masAbik	faEAlil
n@masobak_1@1	masobak	mafoEal	masAbik	mafAEil
n@maSodar_1@1	maSodar	faEolal	maSAdir	faEAlil
n@maSodar_1@1	maSodar	mafoEal	maSAdir	mafAEil
n@maSoEad_1@1	maSoEad	faEolal	maSAEid	faEAlil
n@maSoEad_1@1	maSoEad	mafoEal	maSAEid	mafAEil
n@masoEaY_1@0	masoEaY	faEolal	masAEiy	faEAlil
n@masoEaY_1@0	masoEaY	mafoEal	masAEiy	mafAEil
n@masojid_1@0	masojid	mafoEil	masAjid	mafAEil
n@masokab_1@0	masokab	faEolal	masAkib	faEAlil
n@masokab_1@0	masokab	mafoEal	masAkib	mafAEil
n@maSolaHap_1@1	maSolaHap	faEolalap	maSAliH	faEAlil
n@maSolaHap_1@1	maSolaHap	mafoEalap	maSAliH	mafAEil
n@masolax_1@1	masolax	faEolal	masAlix	faEAlil
n@masolax_1@1	masolax	mafoEal	masAlix	mafAEil
n@maSonaE_1@0	maSonaE	faEolal	maSAniE	faEAlil
n@maSonaE_1@0	maSonaE	mafoEal	maSAniE	mafAEil
n@masoqaT_3@1	masoqaT	faEolal	masAqiT	faEAlil
n@masoqaT_3@1	masoqaT	mafoEal	masAqiT	mafAEil
n@maSoraE_1@1	maSoraE	faEolal	maSAriE	faEAlil
n@maSoraE_1@1	maSoraE	mafoEal	maSAriE	mafAEil
n@maSoraf_1@1	maSoraf	faEolal	maSArif	faEAlil
n@maSoraf_1@1	maSoraf	mafoEal	maSArif	mafAEil
n@masoTabap_1@1	masoTabap	faEolalap	masATib	faEAlil
n@maSoTabap_1@1	maSoTabap	faEolalap	maSATib	faEAlil
n@masoTabap_1@1	masoTabap	mafoEalap	masATib	mafAEil
n@maSoTabap_1@1	maSoTabap	mafoEalap	maSATib	mafAEil
n@masoTarap_1@1	masoTarap	faEolalap	masATir	faEAlil
n@masoTarap_1@1	masoTarap	mafoEalap	masATir	mafAEil
n@masox_2@0	masox	faEol	musuwx	fuEuwl
n@masoxuwT_2@1	masoxuwT	faEoluwl	masAxiyT	faEAliyl
n@masoxuwT_2@1	masoxuwT	mafoEuwl	masAxiyT	mafAEiyl
n@maSoyaf_1@0	maSoyaf	faEolal	maSAyif	faEAlil
n@maSoyaf_1@0	maSoyaf	mafoEal	maSAyif	mafAEil
n@mAsuwrap_1@0	mAsuwrap	fAEuwlap	mawAsiyr	fawAEiyl
n@maTiy~ap_1@1	maTiy~ap	faEiy~ap	maTAyA	faEAyA
n@maTobaE_1@1	maTobaE	faEolal	maTAbiE	faEAlil
n@maTobaE_1@1	maTobaE	mafoEal	maTAbiE	mafAEil
n@matoban_1@1	matoban	faEolal	matAbin	faEAlil
n@matoban_1@1	matoban	mafoEal	matAbin	mafAEil
n@maTobax_1@1	maTobax	faEolal	maTAbix	faEAlil
n@maTobax_1@1	maTobax	mafoEal	maTAbix	mafAEil
n@maToEam_1@0	maToEam	faEolal	maTAEim	faEAlil
n@maToEam_1@0	maToEam	mafoEal	maTAEim	mafAEil
n@maToEan_1@0	maToEan	faEolal	maTAEin	faEAlil
n@maToEan_1@0	maToEan	mafoEal	maTAEin	mafAEil
n@matoHaf_1@1	matoHaf	faEolal	matAHif	faEAlil
n@matoHaf_1@1	matoHaf	mafoEal	matAHif	mafAEil
n@maToharap_1@0	maToharap	faEolalap	maTAhir	faEAlil
n@maToharap_1@0	maToharap	mafoEalap	maTAhir	mafAEil
n@matojar_1@0	matojar	faEolal	matAjir	faEAlil
n@matojar_1@0	matojar	mafoEal	matAjir	mafAEil
n@matolafap_1@1	matolafap	faEolalap	matAlif	faEAlil
n@matolafap_1@1	matolafap	mafoEalap	matAlif	mafAEil
n@maTomaE_1@0	maTomaE	faEolal	maTAmiE	faEAlil
n@maTomaE_1@0	maTomaE	mafoEal	maTAmiE	mafAEil
n@maTomaH_1@0	maTomaH	faEolal	maTAmiH	faEAlil
n@maTomaH_1@0	maTomaH	mafoEal	maTAmiH	mafAEil
n@maton_1@1	maton	faEol	mitAn	fiEAl
n@maton_1@1	maton	faEol	mutuwn	fuEuwl
n@maToraH_1@0	maToraH	faEolal	maTAriH	faEAlil
n@maToraH_1@0	maToraH	mafoEal	maTAriH	mafAEil
n@matoras_1@1	matoras	faEolal	matAris	faEAlil
n@matoras_1@1	matoras	mafoEal	matAris	mafAEil
n@mavolabap_1@0	mavolabap	faEolalap	mavAlib	faEAlil
n@mavolabap_1@0	mavolabap	mafoEalap	mavAlib	mafAEil
n@mavowaY_1@1	mavowaY	faEolal	mavAwiy	faEAlil
n@mavowaY_1@1	mavowaY	mafoEal	mavAwiy	mafAEil
n@mawoEid_1@1	mawoEid	mafoEil	mawAEiyd	mafAEiyl
n@mawoEiZap_1@0	mawoEiZap	mafoEilap	mawAEiZ	mafAEil
n@mawoEuwd_2@0	mawoEuwd	faEoluwl	mawAEiyd	faEAliyl
n@mawoEuwd_2@0	mawoEuwd	mafoEuwl	mawAEiyd	mafAEiyl
n@mawohibap_1@0	mawohibap	mafoEilap	mawAhib	mafAEil
n@mawoj_1@0	mawoj	faEol	>amowAj	>afoEAl
n@mawokib_1@1	mawokib	mafoEil	mawAkib	mafAEil
n@mawolaY_1@1	mawolaY	faEolal	mawAliy	faEAlil
n@mawolaY_1@1	mawolaY	faEolal	mawAliy	fawAEil
n@mawolaY_1@1	mawolaY	fawoEal	mawAliy	fawAEil
n@mawolaY_1@1	mawolaY	mafoEal	mawAliy	mafAEil
n@mawolid_1@2	mawolid	mafoEil	mawAlid	mafAEil
n@mawolij_1@1	mawolij	mafoEil	mawAlij	mafAEil
n@mawomAp_1@0	mawomAp	faEolAl	mawAmiy	faEAlil
n@mawoqid_1@1	mawoqid	mafoEil	mawAqid	mafAEil
n@mawoqiE_1@0	mawoqiE	mafoEil	mawAqiE	mafAEil
n@mawoqif_1@0	mawoqif	mafoEil	mawAqif	mafAEil
n@mawoqit_1@1	mawoqit	mafoEil	mawAqit	mafAEil
n@maworid_1@0	maworid	mafoEil	mawArid	mafAEil
n@mawosim_1@1	mawosim	mafoEil	mawAsim	mafAEil
n@mawoTa>_1@1	mawoTa>	faEolal	mawATi}	faEAlil
n@mawoTa>_1@1	mawoTa>	faEolal	mawATi}	fawAEil
n@mawoTa>_1@1	mawoTa>	fawoEal	mawATi}	fawAEil
n@mawoTa>_1@1	mawoTa>	mafoEal	mawATi}	mafAEil
n@mawo$uwr_1@1	mawo$uwr	faEoluwl	mawA$iyr	faEAliyl
n@mawo$uwr_1@1	mawo$uwr	mafoEuwl	mawA$iyr	mafAEiyl
n@maxAfap_1@0	maxAfap	mafAlap	maxAwif	mafAEil
n@maxobar_2@0	maxobar	faEolal	maxAbir	faEAlil
n@maxobar_2@0	maxobar	mafoEal	maxAbir	mafAEil
n@maxobaz_1@1	maxobaz	faEolal	maxAbiz	faEAlil
n@maxobaz_1@1	maxobaz	mafoEal	maxAbiz	mafAEil
n@maxofar_1@1	maxofar	faEolal	maxAfir	faEAlil
n@maxofar_1@1	maxofar	mafoEal	maxAfir	mafAEil
n@maxonaq_1@0	maxonaq	faEolal	maxAniq	faEAlil
n@maxonaq_1@0	maxonaq	mafoEal	maxAniq	mafAEil
n@maxozan_1@1	maxozan	faEolal	maxAzin	faEAlil
n@maxozan_1@1	maxozan	mafoEal	maxAzin	mafAEil
n@mayol_1@0	mayol	faEol	>amoyAl	>afoEAl
n@mayol_1@0	mayol	faEol	muyuwl	fuEuwl
n@mayomanap_1@1	mayomanap	faEolalap	mayAmin	faEAlil
n@mayomanap_1@1	mayomanap	mafoEalap	mayAmin	mafAEil
n@mayon_1@0	mayon	faEol	muyuwn	fuEuwl
n@mayosarap_1@1	mayosarap	faEolalap	mayAsir	faEAlil
n@mayosarap_1@1	mayosarap	mafoEalap	mayAsir	mafAEil
n@mayotam_1@1	mayotam	faEolal	mayAtim	faEAlil
n@mayotam_1@1	mayotam	fayoEal	mayAtim	fayAEil
n@mayotam_1@1	mayotam	mafoEal	mayAtim	mafAEil
n@maziy~ap_1@0	maziy~ap	faEiy~ap	mazAyA	faEAyA
n@mazobalap_1@1	mazobalap	faEolalap	mazAbil	faEAlil
n@mazobalap_1@1	mazobalap	mafoEalap	mazAbil	mafAEil
n@mazoEamap_1@0	mazoEamap	faEolalap	mazAEim	faEAlil
n@mazoEamap_1@0	mazoEamap	mafoEalap	mazAEim	mafAEil
n@mazogal_1@0	mazogal	faEolal	mazAgil	faEAlil
n@mazogal_1@0	mazogal	mafoEal	mazAgil	mafAEil
n@mazolaq_1@0	mazolaq	faEolal	mazAliq	faEAlil
n@mazolaq_1@0	mazolaq	mafoEal	mazAliq	mafAEil
n@maZolimap_1@0	maZolimap	mafoEilap	maZAlim	mafAEil
n@mazomuwr_1@1	mazomuwr	faEoluwl	mazAmiyr	faEAliyl
n@mazomuwr_1@1	mazomuwr	mafoEuwl	mazAmiyr	mafAEiyl
n@mazoraE_1@0	mazoraE	faEolal	mazAriE	faEAlil
n@mazoraE_1@0	mazoraE	mafoEal	mazAriE	mafAEil
n@maZoruwf_1@1	maZoruwf	faEoluwl	maZAriyf	faEAliyl
n@maZoruwf_1@1	maZoruwf	mafoEuwl	maZAriyf	mafAEiyl
n@mibo*al_1@0	mibo*al	fiEolal	mabA*il	faEAlil
n@mibo*al_1@0	mibo*al	mifoEal	mabA*il	mafAEil
n@mibo$arap_1@0	mibo$arap	mifoEalap	mabA$ir	mafAEil
n@miboDaE_1@1	miboDaE	fiEolal	mabADiE	faEAlil
n@miboDaE_1@1	miboDaE	mifoEal	mabADiE	mafAEil
n@miboxarap_1@0	miboxarap	mifoEalap	mabAxir	mafAEil
n@mibozal_1@0	mibozal	fiEolal	mabAzil	faEAlil
n@mibozal_1@0	mibozal	mifoEal	mabAzil	mafAEil
n@midofa>_1@1	midofa>	fiEolal	madAfi}	faEAlil
n@midofa>_1@1	midofa>	mifoEal	madAfi}	mafAEil
n@midofaE_1@1	midofaE	fiEolal	madAfiE	faEAlil
n@midofaE_1@1	midofaE	mifoEal	madAfiE	mafAEil
n@miDogaT_1@1	miDogaT	fiEolal	maDAgiT	faEAlil
n@miDogaT_1@1	miDogaT	mifoEal	maDAgiT	mafAEil
n@midoHaY_1@1	midoHaY	fiEolal	madAHiy	faEAlil
n@midoHaY_1@1	midoHaY	mifoEal	madAHiy	mafAEil
n@miDomAr_1@1	miDomAr	fiEolAl	maDAmiyr	faEAliyl
n@miDomAr_1@1	miDomAr	mifoEAl	maDAmiyr	mafAEiyl
n@midoraY_1@1	midoraY	fiEolal	madAriy	faEAlil
n@midoraY_1@1	midoraY	mifoEal	madAriy	mafAEil
n@miEojan_1@1	miEojan	fiEolal	maEAjin	faEAlil
n@miEojan_1@1	miEojan	mifoEal	maEAjin	mafAEil
n@miEolaf_1@1	miEolaf	fiEolal	maEAlif	faEAlil
n@miEolaf_1@1	miEolaf	mifoEal	maEAlif	mafAEil
n@miEolAq_1@0	miEolAq	fiEolAl	maEAliyq	faEAliyl
n@miEolAq_1@0	miEolAq	mifoEAl	maEAliyq	mafAEiyl
n@miEoSam_1@0	miEoSam	fiEolal	maEASim	faEAlil
n@miEoSam_1@0	miEoSam	mifoEal	maEASim	mafAEil
n@miEoSarap_1@0	miEoSarap	mifoEalap	maEASir	mafAEil
n@miEoTaf_1@1	miEoTaf	fiEolal	maEATif	faEAlil
n@miEoTaf_1@1	miEoTaf	mifoEal	maEATif	mafAEil
n@miEowal_1@1	miEowal	fiEolal	maEAwil	faEAlil
n@miEowal_1@1	miEowal	mifoEal	maEAwil	mafAEil
n@miEowAn_1@1	miEowAn	fiEolAl	maEAwiyn	faEAliyl
n@miEowAn_1@1	miEowAn	mifoEAl	maEAwiyn	mafAEiyl
n@miEoyAr_1@0	miEoyAr	fiEolAl	maEAyiyr	faEAliyl
n@miEoyAr_1@0	miEoyAr	mifoEAl	maEAyiyr	mafAEiyl
n@miEozaf_1@0	miEozaf	fiEolal	maEAzif	faEAlil
n@miEozaf_1@0	miEozaf	mifoEal	maEAzif	mafAEil
n@miEozaqap_1@1	miEozaqap	mifoEalap	maEAziq	mafAEil
n@mifoqas_1@0	mifoqas	fiEolal	mafAqis	faEAlil
n@mifoqas_1@0	mifoqas	mifoEal	mafAqis	mafAEil
n@mifora$_1@0	mifora$	fiEolal	mafAri$	faEAlil
n@mifora$_1@0	mifora$	mifoEal	mafAri$	mafAEil
n@mifotAH_1@1	mifotAH	fiEolAl	mafAtiyH	faEAliyl
n@mifotAH_1@1	mifotAH	mifoEAl	mafAtiyH	mafAEiyl
n@migofar_1@1	migofar	fiEolal	magAfir	faEAlil
n@migofar_1@1	migofar	mifoEal	magAfir	mafAEil
n@migolAp_1@0	migolAp	mifoEAl	magAliy	mafAEil
n@migorafap_1@0	migorafap	mifoEalap	magArif	mafAEil
n@migowAr_1@0	migowAr	fiEolAl	magAwiyr	faEAliyl
n@migowAr_1@0	migowAr	mifoEAl	magAwiyr	mafAEiyl
n@miHobarap_1@0	miHobarap	mifoEalap	maHAbir	mafAEil
n@miHobas_1@0	miHobas	fiEolal	maHAbis	faEAlil
n@miHobas_1@0	miHobas	mifoEal	maHAbis	mafAEil
n@miHodalap_1@0	miHodalap	mifoEalap	maHAdil	mafAEil
n@miHofar_1@1	miHofar	fiEolal	maHAfir	faEAlil
n@miHofar_1@1	miHofar	mifoEal	maHAfir	mafAEil
n@mihomAz_1@1	mihomAz	fiEolAl	mahAmiyz	faEAliyl
n@mihomaz_1@1	mihomaz	fiEolal	mahAmiz	faEAlil
n@mihomAz_1@1	mihomAz	mifoEAl	mahAmiyz	mafAEiyl
n@mihomaz_1@1	mihomaz	mifoEal	mahAmiz	mafAEil
n@mihonap_1@1	mihonap	fiEolap	mihan	fiEal
n@miHonap_1@1	miHonap	fiEolap	miHan	fiEal
n@miHoqanap_1@0	miHoqanap	mifoEalap	maHAqin	mafAEil
n@miHorAb_1@1	miHorAb	mifoEAl	maHArib	mafAEil
n@miHorAv_1@1	miHorAv	fiEolAl	maHAriyv	faEAliyl
n@miHorAv_1@1	miHorAv	mifoEAl	maHAriyv	mafAEiyl
n@miHowar_1@0	miHowar	fiEolal	maHAwir	faEAlil
n@miHowar_1@0	miHowar	mifoEal	maHAwir	mafAEil
n@mijo*Af_1@0	mijo*Af	fiEolAl	majA*iyf	faEAliyl
n@mijo*Af_1@0	mijo*Af	mifoEAl	majA*iyf	mafAEiyl
n@mijodAf_1@1	mijodAf	fiEolAl	majAdiyf	faEAliyl
n@mijodAf_1@1	mijodAf	mifoEAl	majAdiyf	mafAEiyl
n@mijohar_1@1	mijohar	fiEolal	majAhir	faEAlil
n@mijohAr_1@1	mijohAr	fiEolAl	majAhiyr	faEAliyl
n@mijohar_1@1	mijohar	mifoEal	majAhir	mafAEil
n@mijohAr_1@1	mijohAr	mifoEAl	majAhiyr	mafAEiyl
n@mijomarap_1@0	mijomarap	mifoEalap	majAmir	mafAEil
n@mijorafap_1@1	mijorafap	mifoEalap	majAriyf	mafAEiyl
n@miko$aTap_1@0	miko$aTap	mifoEalap	makA$iT	mafAEil
n@mikobas_1@1	mikobas	fiEolal	makAbis	faEAlil
n@mikobas_1@1	mikobas	mifoEal	makAbis	mafAEil
n@mikonasap_1@0	mikonasap	mifoEalap	makAnis	mafAEil
n@mikowAp_1@0	mikowAp	mifoEAl	makAwiy	mafAEil
n@mil~ap_1@1	mil~ap	fiE~ap	milal	fiEaE
n@miloEaqap_1@1	miloEaqap	mifoEalap	malAEiq	mafAEil
n@miloHaf_1@0	miloHaf	fiEolal	malAHif	faEAlil
n@miloHaf_1@0	miloHaf	mifoEal	malAHif	mafAEil
n@miloT_1@0	miloT	fiEol	muluwT	fuEuwl
n@milowaq_1@0	milowaq	fiEolal	malAwiq	faEAlil
n@milowaq_1@0	milowaq	mifoEal	malAwiq	mafAEil
n@milowaY_1@1	milowaY	fiEolal	malAwiy	faEAlil
n@milowaY_1@1	milowaY	mifoEal	malAwiy	mafAEil
n@mimoHAp_1@1	mimoHAp	mifoEAl	mamAHiy	mafAEil
n@mimosaH_1@1	mimosaH	fiEolal	mamAsiH	faEAlil
n@mimosaH_1@1	mimosaH	mifoEal	mamAsiH	mafAEil
n@mino$afap_1@1	mino$afap	mifoEalap	manA$if	mafAEil
n@mino$Ar_1@1	mino$Ar	fiEolAl	manA$iyr	faEAliyl
n@mino$Ar_1@1	mino$Ar	mifoEAl	manA$iyr	mafAEiyl
n@minobar_1@0	minobar	fiEolal	manAbir	faEAlil
n@minobar_1@0	minobar	mifoEal	manAbir	mafAEil
n@minoDadap_1@0	minoDadap	mifoEalap	manADid	mafAEil
n@minofaDap_1@1	minofaDap	mifoEalap	manAfiD	mafAEil
n@minofAx_1@1	minofAx	fiEolAl	manAfiyx	faEAliyl
n@minofAx_1@1	minofAx	mifoEAl	manAfiyx	mafAEiyl
n@minohAj_1@1	minohAj	fiEolAl	manAhiyj	faEAliyl
n@minohAj_1@1	minohAj	mifoEAl	manAhiyj	mafAEiyl
n@minoHap_1@1	minoHap	fiEolap	minaH	fiEal
n@minoHat_1@1	minoHat	fiEolal	manAHit	faEAlil
n@minoHat_1@1	minoHat	mifoEal	manAHit	mafAEil
n@minojal_1@0	minojal	fiEolal	manAjil	faEAlil
n@minojal_1@0	minojal	mifoEal	manAjil	mafAEil
n@minojar_1@1	minojar	fiEolal	manAjir	faEAlil
n@minojar_1@1	minojar	mifoEal	manAjir	mafAEil
n@minokA$_1@1	minokA$	fiEolAl	manAkiy$	faEAliyl
n@minokA$_1@1	minokA$	mifoEAl	manAkiy$	mafAEiyl
n@minoqa$_1@0	minoqa$	fiEolal	manAqi$	faEAlil
n@minoqA$_1@0	minoqA$	fiEolAl	manAqiy$	faEAliyl
n@minoqa$_1@0	minoqa$	mifoEal	manAqi$	mafAEil
n@minoqA$_1@0	minoqA$	mifoEAl	manAqiy$	mafAEiyl
n@minoqAd_1@0	minoqAd	fiEolAl	manAqiyd	faEAliyl
n@minoqAd_1@0	minoqAd	mifoEAl	manAqiyd	mafAEiyl
n@minoqAr_1@1	minoqAr	fiEolAl	manAqiyr	faEAliyl
n@minoqAr_1@1	minoqAr	mifoEAl	manAqiyr	mafAEiyl
n@minosaf_1@1	minosaf	fiEolal	manAsif	faEAlil
n@minosaf_1@1	minosaf	mifoEal	manAsif	mafAEil
n@minoTaqap_1@1	minoTaqap	mifoEalap	manATiq	mafAEil
n@minoxAr_1@1	minoxAr	fiEolAl	manAxiyr	faEAliyl
n@minoxAr_1@1	minoxAr	mifoEAl	manAxiyr	mafAEiyl
n@minoxas_1@1	minoxas	fiEolal	manAxis	faEAlil
n@minoxas_1@1	minoxas	mifoEal	manAxis	mafAEil
n@mi}o*anap_1@0	mi}o*anap	mifoEalap	ma|*in	ma|Eil
n@mi$obak_1@1	mi$obak	fiEolal	ma$Abik	faEAlil
n@mi$obak_1@1	mi$obak	mifoEal	ma$Abik	mafAEil
n@mi$ofar_1@1	mi$ofar	fiEolal	ma$Afir	faEAlil
n@mi$ofar_1@1	mi$ofar	mifoEal	ma$Afir	mafAEil
n@mi$oHamap_1@1	mi$oHamap	mifoEalap	ma$AHim	mafAEil
n@mi$ojab_1@1	mi$ojab	fiEolal	ma$Ajib	faEAlil
n@mi$ojab_1@1	mi$ojab	mifoEal	ma$Ajib	mafAEil
n@mi$okAp_1@1	mi$okAp	mifoEAl	ma$Akiy	mafAEil
n@mi$oqap_1@0	mi$oqap	fiEolap	mi$aq	fiEal
n@mi$oraT_1@0	mi$oraT	fiEolal	ma$AriT	faEAlil
n@mi$oraT_1@0	mi$oraT	mifoEal	ma$AriT	mafAEil
n@mi*oraY_1@1	mi*oraY	fiEolal	ma*Ariy	faEAlil
n@mi*oraY_1@1	mi*oraY	mifoEal	ma*Ariy	mafAEil
n@mi$oT_1@1	mi$oT	fiEol	>amo$AT	>afoEAl
n@mi$oT_1@1	mi$oT	fiEol	mi$AT	fiEAl
n@mi*owad_1@1	mi*owad	fiEolal	ma*Awid	faEAlil
n@mi*owad_1@1	mi*owad	mifoEal	ma*Awid	mafAEil
n@mi$owAp_1@0	mi$owAp	mifoEAl	ma$Awiy	mafAEil
n@miqo$aT_1@1	miqo$aT	fiEolal	maqA$iT	faEAlil
n@miqo$aT_1@1	miqo$aT	mifoEal	maqA$iT	mafAEil
n@miqolAd_1@0	miqolAd	fiEolAl	maqAliyd	faEAliyl
n@miqolAd_1@0	miqolAd	mifoEAl	maqAliyd	mafAEiyl
n@miqolad_1@1	miqolad	fiEolal	maqAlid	faEAlil
n@miqolad_1@1	miqolad	mifoEal	maqAlid	mafAEil
n@miqolAE_1@0	miqolAE	fiEolAl	maqAliyE	faEAliyl
n@miqolAE_1@0	miqolAE	mifoEAl	maqAliyE	mafAEiyl
n@miqolaY_1@0	miqolaY	fiEolal	maqAliy	faEAlil
n@miqolaY_1@0	miqolaY	mifoEal	maqAliy	mafAEil
n@miqonab_1@1	miqonab	fiEolal	maqAnib	faEAlil
n@miqonab_1@1	miqonab	mifoEal	maqAnib	mafAEil
n@miqora>_1@0	miqora>	fiEolal	maqAri}	faEAlil
n@miqora>_1@0	miqora>	mifoEal	maqAri}	mafAEil
n@miqorAb_1@0	miqorAb	fiEolAl	maqAriyb	faEAliyl
n@miqorAb_1@0	miqorAb	mifoEAl	maqAriyb	mafAEiyl
n@miqoraEap_1@0	miqoraEap	mifoEalap	maqAriE	mafAEil
n@miqoram_1@1	miqoram	fiEolal	maqArim	faEAlil
n@miqoram_1@1	miqoram	mifoEal	maqArim	mafAEil
n@miqowad_1@1	miqowad	fiEolal	maqAwid	faEAlil
n@miqowad_1@1	miqowad	mifoEal	maqAwid	mafAEil
n@miqowal_1@0	miqowal	fiEolal	maqAwil	faEAlil
n@miqowal_1@0	miqowal	mifoEal	maqAwil	mafAEil
n@miqoyAs_1@0	miqoyAs	fiEolAl	maqAyiys	faEAliyl
n@miqoyAs_1@0	miqoyAs	mifoEAl	maqAyiys	mafAEiyl
n@miro>ab_1@1	miro>ab	fiEolal	marA}ib	faEAlil
n@miro>ab_1@1	miro>ab	mifoEal	marA}ib	mafAEil
n@mirofaq_1@1	mirofaq	fiEolal	marAfiq	faEAlil
n@mirofaq_1@1	mirofaq	mifoEal	marAfiq	mafAEil
n@miroHAD_1@0	miroHAD	fiEolAl	marAHiyD	faEAliyl
n@miroHAD_1@0	miroHAD	mifoEAl	marAHiyD	mafAEiyl
n@mirojal_1@1	mirojal	fiEolal	marAjil	faEAlil
n@mirojal_1@1	mirojal	mifoEal	marAjil	mafAEil
n@mirokam_1@0	mirokam	fiEolal	marAkim	faEAlil
n@mirokam_1@0	mirokam	mifoEal	marAkim	mafAEil
n@mirokan_1@1	mirokan	fiEolal	marAkin	faEAlil
n@mirokan_1@1	mirokan	mifoEal	marAkin	mafAEil
n@miroqAp_1@1	miroqAp	mifoEAl	marAqiy	mafAEil
n@mirowad_1@0	mirowad	fiEolal	marAwid	faEAlil
